Location,Postcode,City
Permatang Laut,34900,Pantai Remis
Permatang Raja,34900,Pantai Remis
PPRT Bukit Hijau,34900,Pantai Remis
PPRT Pantai Remis,34900,Pantai Remis
PPRT Ranger,34900,Pantai Remis
Selengkoh,34900,Pantai Remis
Simpang Tiga,34900,Pantai Remis
Sungai Batu,34900,Pantai Remis
Sungai Che Rahmat,34900,Pantai Remis
Sungai China,34900,Pantai Remis
Sungai Tuntong,34900,Pantai Remis
Taman Bintang,34900,Pantai Remis
Taman Bunga Raya,34900,Pantai Remis
Taman Pantai,34900,Pantai Remis
Taman Pantai Wang,34900,Pantai Remis
Tanjung Ara,34900,Pantai Remis
Ujong Pasir,34900,Pantai Remis
Bagan Panchor,34900,Pantai Remis
Batu 51,34900,Pantai Remis
Batu 52 1/4,34900,Pantai Remis
Kampung Baru Matang Acheh,34900,Pantai Remis
Kampung Baru Sungai Batu,34900,Pantai Remis
Kampung Cina,34900,Pantai Remis
Kampung Kelantan,34900,Pantai Remis
Kampung Matang Jambu,34900,Pantai Remis
Kampung Matang Kurau,34900,Pantai Remis
Kampung Melayu (Batu 51),34900,Pantai Remis
Kampung Nelayan Pengkalan Baru,34900,Pantai Remis
Taman Puteri Rupawan,35000,Tapah
Taman Sri Damai 2,35000,Tapah
Taman Golf,35000,Tapah
Batang Estate,35000,Tapah
Batang Padang Estate,35000,Tapah
Bukit Baldwin,35000,Tapah
Bukit Bidor,35000,Tapah
Bukit Pagar Kampung Baru,35000,Tapah
Bukit Temoh,35000,Tapah
Kampung Ampang,35000,Tapah
Kampung Bakar Sampah,35000,Tapah
Kampung Batu Melintang,35000,Tapah
Kampung Bermin,35000,Tapah
Kampung Datok,35000,Tapah
Kampung Dusun Muda,35000,Tapah
Kampung Gajah,35000,Tapah
Kampung Genggaram,35000,Tapah
Kampung Jalan Kachu,35000,Tapah
Kampung Jambai,35000,Tapah
Kampung Kuala Raya,35000,Tapah
Kampung Lubok Katak,35000,Tapah
Kampung Orang Asli (Batu 6 - 19),35000,Tapah
Kampung Orang Asli (Km 8),35000,Tapah
Kampung Pahang,35000,Tapah
Kampung Pulau Tiga,35000,Tapah
Kampung Rajoo,35000,Tapah
Kampung Raya,35000,Tapah
Kampung Rebai,35000,Tapah
Kampung Samy,35000,Tapah
Kampung Sungai Gading,35000,Tapah
Kampung Sungai Selinsing,35000,Tapah
Kampung Sunut,35000,Tapah
Kampung Tersusun,35000,Tapah
Kampung Tersusun Batu 2 1/2 Jalan Bidor,35000,Tapah
Kuala Woh Batu 7,35000,Tapah
Perumahan 4 RAMD,35000,Tapah
Perumahan TNB (Batu 7 - 8),35000,Tapah
Ramasami Estate,35000,Tapah
"Rumah Guru Km 5, Jalan Pahang",35000,Tapah
Taman Anson Park,35000,Tapah
Taman Bukit Hijau,35000,Tapah
Taman Bukit Indah,35000,Tapah
Taman Bunga Raya,35000,Tapah
Taman Cempaka,35000,Tapah
Taman Highland,35000,Tapah
Taman Kenanga,35000,Tapah
Taman Kenari,35000,Tapah
Taman Kuda Emas,35000,Tapah
Taman Kuning Emas,35000,Tapah
Taman Kuning Emas 2,35000,Tapah
Taman Melati,35000,Tapah
Taman Melor,35000,Tapah
Taman Mewah,35000,Tapah
Taman Okid,35000,Tapah
Taman Saga,35000,Tapah
Taman Seri Tapah,35000,Tapah
Taman Sri Damai,35000,Tapah
Taman Sri Kelana,35000,Tapah
Taman Tapah,35000,Tapah
Taman Tapah 2,35000,Tapah
Taman Tapah Baru,35000,Tapah
Taman Tapah Endah,35000,Tapah
Taman Tapah Indah 3,35000,Tapah
Taman Tapah Jaya,35000,Tapah
Tapah,35000,Tapah
Tapah (Km 5),35000,Tapah
Tapah - Peti Surat,35007,Tapah
Tapah - Beg Berkunci,35009,Tapah
Chenderiang,35300,Chenderiang
Kampung Baru,35300,Chenderiang
Kampung Kinjang,35300,Chenderiang
Kampung Kinjang Baru,35300,Chenderiang
Kampung Kinjang Lama,35300,Chenderiang
Kampung Kinjang Pasir,35300,Chenderiang
Kampung Lubok Mas,35300,Chenderiang
Kampung Muhibbah,35300,Chenderiang
Kampung Sungai Bindu,35300,Chenderiang
Kampung Sungai Bulek,35300,Chenderiang
Kampung Sungai Cincin,35300,Chenderiang
Kampung Sungai Genting,35300,Chenderiang
Kampung Sungai Ijok,35300,Chenderiang
Kampung Sungai Lah,35300,Chenderiang
Kampung Sungai Lerek,35300,Chenderiang
Km 4 Jalan Temoh - Chenderiang,35300,Chenderiang
Ladang Jong Landor,35300,Chenderiang
Ladang Tong Wah,35300,Chenderiang
Rancangan Rumah Awam 1,35300,Chenderiang
Rancangan Rumah Awam 2,35300,Chenderiang
Taman Chenderiang,35300,Chenderiang
Taman Sri Chenderiang,35300,Chenderiang
Jalan Kampar - Temoh,35350,Temoh
Kampung Baru,35350,Temoh
Kampung Baru Ladang Banir,35350,Temoh
Kampung Baru Temoh Station,35350,Temoh
Kampung Batu 3,35350,Temoh
Kampung Batu Masjid,35350,Temoh
Kampung Belakang Jalan Besar Temoh,35350,Temoh
Kampung Belakang Kedai,35350,Temoh
Kampung Belakang Kilang,35350,Temoh
Kampung Belakang Sekolah Cina,35350,Temoh
Kampung Bukit Pasir,35350,Temoh
Kampung Hadapan Stesen,35350,Temoh
Kampung Haji Ali,35350,Temoh
Kampung Haji Ariff,35350,Temoh
Kampung Haji Salleh,35350,Temoh
Kampung Jawa Batu Masjid,35350,Temoh
Kampung Masjid,35350,Temoh
Kampung Orang Asli,35350,Temoh
Kampung Pasir Putih,35350,Temoh
Kampung Pasir Simpang Chenderiang,35350,Temoh
Kampung Perak,35350,Temoh
Kampung Raja,35350,Temoh
Kampung Sekolah Kebangsaan,35350,Temoh
Kampung Seri Baru,35350,Temoh
Kampung Sungai Dadeh,35350,Temoh
Kampung Sungai Ketiau,35350,Temoh
Kampung Sungai Silo,35350,Temoh
Kampung Tersusun Batu 33 Temoh,35350,Temoh
Kampung Tersusun Haji Tahir,35350,Temoh
Kampung Tersusun Ladang Banir,35350,Temoh
Ladang Kumaran,35350,Temoh
Perumahan Awam Simpang C'riang,35350,Temoh
Kampung Orang Asli S.E.K,35350,Temoh
Perumahan SMTD,35350,Temoh
Pusat Latihan PLKN Sungai Cincin,35350,Temoh
Simpang Chenderiang,35350,Temoh
Taman Temoh Jaya,35350,Temoh
Taman Temoh Permai,35350,Temoh
Temoh,35350,Temoh
Temoh (Km 5),35350,Temoh
Temoh Station,35350,Temoh
Kampung Haji Dollah,35400,Tapah Road
Kampung Haji Hassan,35400,Tapah Road
Kampung Jawa,35400,Tapah Road
Kampung Kassim,35400,Tapah Road
Kampung Mak Teh,35400,Tapah Road
Kampung Masjid,35400,Tapah Road
Kampung Masjid Banir,35400,Tapah Road
Kampung Mat Satir,35400,Tapah Road
Kampung Melor,35400,Tapah Road
Kampung Pekan Kecil,35400,Tapah Road
Kampung Sekerat Banir,35400,Tapah Road
Kampung Sekolah,35400,Tapah Road
Kampung Sembilan,35400,Tapah Road
Kampung Sungai Renggas,35400,Tapah Road
Kampung Tambi,35400,Tapah Road
Kampung Tanah Pinggir,35400,Tapah Road
Kampung Tersusun Batu 4,35400,Tapah Road
Kampung Tersusun Tambahan Batu 4,35400,Tapah Road
Kampung Titi Besi,35400,Tapah Road
Kampung Zainab,35400,Tapah Road
Ladang Sungai Selinsing Tanah Pinggir,35400,Tapah Road
Pekan Getah New Village,35400,Tapah Road
Perumahan Tapak Penjara,35400,Tapah Road
Rumah Awam 2 Kampung Mak The,35400,Tapah Road
Taman Dato Kamaruddin,35400,Tapah Road
Taman Indah,35400,Tapah Road
Taman Pedana (Pekan Getah),35400,Tapah Road
Taman Tapah Jaya,35400,Tapah Road
Taman Tapah Ria,35400,Tapah Road
Tapah Road,35400,Tapah Road
Tapah Road (Km 6),35400,Tapah Road
Banir New Village,35400,Tapah Road
Changkat Petai 1,35400,Tapah Road
Kampung Baru,35400,Tapah Road
Kampung Baru Banir,35400,Tapah Road
Kampung Batu 4 - 5,35400,Tapah Road
Kampung Batu 9 (Changkat Petai),35400,Tapah Road
Kampung Belakang Dewan,35400,Tapah Road
Kampung Changkat Besar,35400,Tapah Road
Kampung Changkat Dermawan,35400,Tapah Road
Kampung Changkat Petai Hilir,35400,Tapah Road
Kampung Changkat Petai Hulu,35400,Tapah Road
Kampung Daud,35400,Tapah Road
Taman Bidor Botani,35500,Bidor
Bedrock Estate,35500,Bidor
Bidor,35500,Bidor
Bidor Station New Village,35500,Bidor
Kampung Baru,35500,Bidor
Kampung Baru Bidor  Stesyen,35500,Bidor
Kampung Baru Jalan Sungkai,35500,Bidor
Kampung Baru Kuala Bikam,35500,Bidor
Kampung Baru Kuala Gepai,35500,Bidor
Kampung Baru Tanah Mas,35500,Bidor
Kampung Baru Timur,35500,Bidor
Kampung Bertuah,35500,Bidor
Kampung Chang,35500,Bidor
Kampung Cold Stream,35500,Bidor
Kampung Dato Sri Kamaruddin,35500,Bidor
Kampung Delima,35500,Bidor
Kampung Jalan Bruseh,35500,Bidor
Kampung Jeram Mengkuang,35500,Bidor
Kampung Kenangan,35500,Bidor
Kampung Kuala Bikam,35500,Bidor
Kampung Kuala Gepai,35500,Bidor
Kampung Lapangan Terbang,35500,Bidor
Kampung Lembah,35500,Bidor
Kampung Masjid,35500,Bidor
Kampung Padang,35500,Bidor
Kampung Pasir,35500,Bidor
Kampung Pekan Pasir,35500,Bidor
Kampung Petaling Baru,35500,Bidor
Kampung Poh,35500,Bidor
Kampung Rahmat,35500,Bidor
Kampung Simpang Tiga,35500,Bidor
Kawasan Perindustrian,35500,Bidor
Perumahan PPRT,35500,Bidor
Rumah Murah 3,35500,Bidor
Taman Aman,35500,Bidor
Taman Anson,35500,Bidor
Taman Bidor,35500,Bidor
Taman Bidor Intan,35500,Bidor
Taman Bidor Jaya,35500,Bidor
Taman Bukit Bidor,35500,Bidor
Taman Chit Long,35500,Bidor
Taman Civic,35500,Bidor
Taman Desa Damai,35500,Bidor
Taman Intan,35500,Bidor
Taman Kawan,35500,Bidor
Taman Megah,35500,Bidor
Taman Permai,35500,Bidor
Taman Permata,35500,Bidor
Taman Pun Chun,35500,Bidor
Taman Puteri Indah,35500,Bidor
Taman Seri Bidor,35500,Bidor
Taman Seri Emas,35500,Bidor
Taman Syed Mahazar,35500,Bidor
Kampong Anak Perlok,35600,Sungkai
Belakang Pasar,35600,Sungkai
Felda Gunong Besout 2 Tambahan,35600,Sungkai
Felda Gunong Besout 6,35600,Sungkai
Felda Gunong Besout 7,35600,Sungkai
Felda Gunung Besout,35600,Sungkai
Felda Gunung Besout 1,35600,Sungkai
Felda Gunung Besout 2,35600,Sungkai
Felda Gunung Besout 3,35600,Sungkai
Felda Gunung Besout 4,35600,Sungkai
Felda Gunung Besout 5,35600,Sungkai
Felda Input,35600,Sungkai
Felda Sungai Klah,35600,Sungkai
Felda Trolak SeLatan,35600,Sungkai
Felda Trolak Utara,35600,Sungkai
Jalan Besar,35600,Sungkai
Jalan Besar Baru,35600,Sungkai
Jalan Changkat Sulaiman,35600,Sungkai
Jalan Kelab,35600,Sungkai
Jalan Menderang,35600,Sungkai
Jalan Pasar,35600,Sungkai
Kampung AA Tin,35600,Sungkai
Kampung AC,35600,Sungkai
Kampung Baru,35600,Sungkai
Kampung Baru Cina,35600,Sungkai
Kampung Baru Rimba Melati,35600,Sungkai
Kampung Baru Stesen Keretapi,35600,Sungkai
Kampung Baru Tiang Bertanah,35600,Sungkai
Kampung Batu (A - C),35600,Sungkai
Kampung Bikam,35600,Sungkai
Kampung Buloh Telor,35600,Sungkai
Kampung Changkat Sulaiman,35600,Sungkai
Kampung Chengai,35600,Sungkai
Kampung Gajah,35600,Sungkai
Kampung Gembol,35600,Sungkai
Kampung Guntong,35600,Sungkai
Kampung Haji,35600,Sungkai
Kampung Haji Ismail,35600,Sungkai
Kampung Hendra,35600,Sungkai
Kampung Hendra Baru,35600,Sungkai
Kampung Jawa Bikam,35600,Sungkai
Kampung Jernang,35600,Sungkai
Kampung Kelah Baru,35600,Sungkai
Kampung Kuala Alah,35600,Sungkai
Kampung Menderang,35600,Sungkai
Kampung Menterang,35600,Sungkai
Kampung Pekan Lama,35600,Sungkai
Kampung Perlok,35600,Sungkai
Kampung Perlok Baru,35600,Sungkai
Kampung Perlok Lama,35600,Sungkai
Kampung Rahmat,35600,Sungkai
Kampung Ras,35600,Sungkai
Kampung Rimba Melati,35600,Sungkai
Kampung Sabar Jaya,35600,Sungkai
Kampung Sat,35600,Sungkai
Kampung SC,35600,Sungkai
Kampung Setia Jaya,35600,Sungkai
Kampung Tersusun AA Tin,35600,Sungkai
Kampung Tersusun Muhibah,35600,Sungkai
Kampung Tiang Bertanah,35600,Sungkai
Kampung Tidong,35600,Sungkai
Kampung RTB Menderang,35600,Sungkai
Ladang Batu Tiga,35600,Sungkai
Ladang Bikam,35600,Sungkai
Ladang Chengai,35600,Sungkai
Ladang Guan Chow,35600,Sungkai
Ladang Hendra,35600,Sungkai
Ladang RISDA Changkat Sulaiman,35600,Sungkai
Ladang RTB Menderang,35600,Sungkai
Ladang Sungai Kruit,35600,Sungkai
Ladang Sungkai,35600,Sungkai
Ladang Sungkai Klah,35600,Sungkai
Ladang Sungkai Sungkai,35600,Sungkai
Ladang Tong Foh,35600,Sungkai
Sungai Kelah,35600,Sungkai
Sungkai,35600,Sungkai
Taman Bakti,35600,Sungkai
Taman Desa Idaman,35600,Sungkai
Taman Intan,35600,Sungkai
Taman Okid,35600,Sungkai
Taman Okid Jaya,35600,Sungkai
Taman Permai,35600,Sungkai
Taman Permai Jaya,35600,Sungkai
Taman Sara Bakti,35600,Sungkai
Taman Sungkai,35600,Sungkai
Taman Sungkai Jaya,35600,Sungkai
Taman Syarikat Melayu,35600,Sungkai
Felda Trolak Timur,35700,Trolak
Kampung Baru,35700,Trolak
Kampung Batu 4,35700,Trolak
Kampung Trolak,35700,Trolak
Ladang Goodheart,35700,Trolak
Ladang sungai Chinoh,35700,Trolak
Simpang Tiga,35700,Trolak
Trolak,35700,Trolak
Trolak (Km 6),35700,Trolak
Felda Sungai Behrang,35820,Slim River
Kampung Balun,35820,Slim River
Kampung Klan Halt,35820,Slim River
Sungai Behrang,35820,Slim River
Taman Yang Ming,35820,Slim River
Toll Gate,35820,Slim River
Kampung Slim,35800,Slim River
Kampung Sri Kledang,35800,Slim River
Kampung Sungai Bil,35800,Slim River
Kampung Sungai Gesa,35800,Slim River
Kampung Sungai Jurong,35800,Slim River
Kampung Sungai Selim,35800,Slim River
Kampung Sungai Semuda,35800,Slim River
Kampung Tambok,35800,Slim River
Kampung Ulu Slim,35800,Slim River
Ladang Baba Bakala,35800,Slim River
Ladang Bedford,35800,Slim River
Ladang Cluny,35800,Slim River
Pekan Slim Village,35800,Slim River
Slim River,35800,Slim River
Slim Village,35800,Slim River
Sungai Bil Estate,35800,Slim River
Taman Aman,35800,Slim River
Taman Bunga Raya,35800,Slim River
Taman Krishnan,35800,Slim River
Taman Saroja,35800,Slim River
Taman Sentosa,35800,Slim River
Taman Slim Indah,35800,Slim River
Taman Slim Jaya,35800,Slim River
Taman Slim Permai,35800,Slim River
Taman Slim River,35800,Slim River
Bandar Baru,35800,Slim River
Felcra Sungai Rasau,35800,Slim River
Kampung Alah Batu,35800,Slim River
Kampung Baru,35800,Slim River
Kampung Baru Slim,35800,Slim River
Kampung Belakang Pejabat Pos,35800,Slim River
Kampung Gugoh,35800,Slim River
Kampung Jaya,35800,Slim River
Kampung Kuala Slim,35800,Slim River
Kampung Kurnia,35800,Slim River
Kampung Lintah,35800,Slim River
Kampung Manggis,35800,Slim River
Kampung Masjid,35800,Slim River
Kampung Masjid Lama,35800,Slim River
Kampung Naran,35800,Slim River
Kampung Pasir,35800,Slim River
Kampung Penderas,35800,Slim River
Kampung Perhentian,35800,Slim River
Kampung Piong,35800,Slim River
Kampung Rasau,35800,Slim River
Kampung Sawa,35800,Slim River
Kampung Sentosa,35800,Slim River
Slim Makmur,35900,Tanjong Malim
Changkat Asa,35900,Tanjong Malim
Hulu Bernam (Selangor),35900,Tanjong Malim
Jalan Besar,35900,Tanjong Malim
Jalan Bunga Anggerik,35900,Tanjong Malim
Jalan Bunga Raya,35900,Tanjong Malim
Jalan Chong Ah Peng,35900,Tanjong Malim
Jalan Douglas,35900,Tanjong Malim
Jalan Loke Yew,35900,Tanjong Malim
Jalan Maktab,35900,Tanjong Malim
Jalan Zaaba,35900,Tanjong Malim
Kampung Baru,35900,Tanjong Malim
Kampung Baru A - B,35900,Tanjong Malim
Kampung Berop,35900,Tanjong Malim
Kampung Bilal,35900,Tanjong Malim
Kampung Bota Singh,35900,Tanjong Malim
Kampung Chabang Lima,35900,Tanjong Malim
Kampung Changkat Khir,35900,Tanjong Malim
Kampung Hassan,35900,Tanjong Malim
Kampung Jambatan,35900,Tanjong Malim
Kampung Jelintang,35900,Tanjong Malim
Kampung Kelawar,35900,Tanjong Malim
Kampung Kerbau,35900,Tanjong Malim
Kampung Ketoyong,35900,Tanjong Malim
Kampung Kilang Papan,35900,Tanjong Malim
Kampung Kubu,35900,Tanjong Malim
Kampung Lambak,35900,Tanjong Malim
Kampung Lubok Salak,35900,Tanjong Malim
Kampung Masjid,35900,Tanjong Malim
Kampung Melaka,35900,Tanjong Malim
Kampung Mogah,35900,Tanjong Malim
Kampung Pinang,35900,Tanjong Malim
Kampung Ramli,35900,Tanjong Malim
Kampung Sentosa,35900,Tanjong Malim
Kampung Seri Geriang,35900,Tanjong Malim
Kampung Simpang Ampat,35900,Tanjong Malim
Kampung Simpang Empat Dalam,35900,Tanjong Malim
Kampung Sungai Merbau,35900,Tanjong Malim
Kampung Tanjong Medan,35900,Tanjong Malim
Ketoyong Estate,35900,Tanjong Malim
Kota Malim Prima,35900,Tanjong Malim
Ladang Sungai Samak,35900,Tanjong Malim
Permai 1,35900,Tanjong Malim
Permai Utama,35900,Tanjong Malim
Rumah Awam 2,35900,Tanjong Malim
Rumah Awam 3,35900,Tanjong Malim
Simpang Berop,35900,Tanjong Malim
Taman Anggerik Desa 1,35900,Tanjong Malim
Taman Anggerik Desa 2,35900,Tanjong Malim
Taman Bahtera,35900,Tanjong Malim
Taman Bandar,35900,Tanjong Malim
Taman Bernam,35900,Tanjong Malim
Taman Bernam Baru,35900,Tanjong Malim
Taman Bernam Permai,35900,Tanjong Malim
Taman Bina,35900,Tanjong Malim
Taman Bunga Raya,35900,Tanjong Malim
Taman Cempaka Sari,35900,Tanjong Malim
Taman Golden Wood,35900,Tanjong Malim
Taman Happy,35900,Tanjong Malim
Taman Happy 2,35900,Tanjong Malim
Taman Hijau,35900,Tanjong Malim
Taman Hijau (Jalan Ketoyong),35900,Tanjong Malim
Taman Hijau (Ulu Bernam),35900,Tanjong Malim
Taman Hijau 2 Ketoyong,35900,Tanjong Malim
Taman Intan Setia,35900,Tanjong Malim
Taman Juta Jaya,35900,Tanjong Malim
Taman Ketoyong,35900,Tanjong Malim
Taman Ketoyong Indah,35900,Tanjong Malim
Taman Ketoyong Permai,35900,Tanjong Malim
Taman Loke Yew,35900,Tanjong Malim
Taman Majolim,35900,Tanjong Malim
Taman Malim,35900,Tanjong Malim
Taman Malim 2,35900,Tanjong Malim
Taman Malim Indah,35900,Tanjong Malim
Taman Muhibbah 1,35900,Tanjong Malim
Taman Muhibbah 2,35900,Tanjong Malim
Taman Nakhoda,35900,Tanjong Malim
Taman Orkid,35900,Tanjong Malim
Taman Paik Siong,35900,Tanjong Malim
Taman Pelangi 1,35900,Tanjong Malim
Taman Pelangi 2,35900,Tanjong Malim
Taman Permai,35900,Tanjong Malim
Taman Pertama,35900,Tanjong Malim
Taman Pinggiran Bernam,35900,Tanjong Malim
Taman Samudra 1,35900,Tanjong Malim
Taman Samudra 2,35900,Tanjong Malim
Taman Segar,35900,Tanjong Malim
Taman Segar Fasa 2,35900,Tanjong Malim
Taman Sentosa,35900,Tanjong Malim
Taman Seri Asa,35900,Tanjong Malim
Taman Seri Tanjong,35900,Tanjong Malim
Taman Setia,35900,Tanjong Malim
Taman Slim,35900,Tanjong Malim
Taman Sri Geriang Tambahan,35900,Tanjong Malim
Taman Sri Indah,35900,Tanjong Malim
Taman Sri Indah 2,35900,Tanjong Malim
Taman Tanjong Malim,35900,Tanjong Malim
Taman Ulu Bernam,35900,Tanjong Malim
Taman Universiti,35900,Tanjong Malim
Taman Universiti 2,35900,Tanjong Malim
Taman Wangsa,35900,Tanjong Malim
Taman Wangsa Jaya,35900,Tanjong Malim
Taman Wawasan,35900,Tanjong Malim
Tanjong 1,35900,Tanjong Malim
Tanjong 3,35900,Tanjong Malim
Tanjong 5,35900,Tanjong Malim
Tanjong 7,35900,Tanjong Malim
Tanjong Utama,35900,Tanjong Malim
Tanjung Malim,35900,Tanjong Malim
Tanjong Malim - Peti Surat,35907,Tanjong Malim
Tanjong Malim - Beg BerKunci,35909,Tanjong Malim
Kampung Sekolah,35910,Tanjong Malim
Kampung Sungai Dara,35910,Tanjong Malim
Kampung Sungai Sekiah,35910,Tanjong Malim
Taman Bernam,35910,Tanjong Malim
SRJK ( C ) Behrang Ulu,35950,Behrang Stesen
SRJK ( C ) Phin Min,35950,Behrang Stesen
Taman Behrang Baru,35950,Behrang Stesen
Tanjung Malim (Km 3),35950,Behrang Stesen
Balai Polis Behrang Stesen,35950,Behrang Stesen
Bandar Behrang 2020 Wawasan,35950,Behrang Stesen
Bandar Sri Behrang,35950,Behrang Stesen
Behrang,35950,Behrang Stesen
Behrang Stesen,35950,Behrang Stesen
Behrang Ulu,35950,Behrang Stesen
Diamond Creek Country Resort,35950,Behrang Stesen
Felcra Changkat Baru,35950,Behrang Stesen
Filati Lastex Sdn. Bhd,35950,Behrang Stesen
Institut Tanah dan Ukur Negara,35950,Behrang Stesen
Jalan Behrang Stesen/Behrang Ulu,35950,Behrang Stesen
Jalan Besar Behrang Stesen,35950,Behrang Stesen
Jalan Diamond Creek,35950,Behrang Stesen
Jalan Pasar Behrang Stesen,35950,Behrang Stesen
Jalan WM 3/13 - Jalan WM 3/18,35950,Behrang Stesen
Jalan WM 3A/10A,35950,Behrang Stesen
Jalan WM 3A/11 - Jalan WM 3A/17,35950,Behrang Stesen
Jalan WM 3A/2 - Jalan WM 3A/10,35950,Behrang Stesen
Kampung Baru,35950,Behrang Stesen
Kampung Baru A - Behrang Stesen,35950,Behrang Stesen
Kampung Baru B - Behrang Stesen,35950,Behrang Stesen
Kampung Baru Behrang Ulu,35950,Behrang Stesen
Kampung Batu 2,35950,Behrang Stesen
Kampung Canai Sungai Dara,35950,Behrang Stesen
Kampung Chehnain,35950,Behrang Stesen
Kampung Chinggong,35950,Behrang Stesen
Kampung Ladang Behrang,35950,Behrang Stesen
Kampung Ladang Behrang River,35950,Behrang Stesen
Kampung Orang Asli,35950,Behrang Stesen
Kampung Orang Asli Chenien,35950,Behrang Stesen
Kampung Orang Asli Chinggung Batu 8,35950,Behrang Stesen
Kampung Orang Asli Sungai Lembing,35950,Behrang Stesen
Kampung Padang,35950,Behrang Stesen
Kampung Pauh,35950,Behrang Stesen
Kampung Penghulu (Batu 8),35950,Behrang Stesen
Kampung Simpang Empat,35950,Behrang Stesen
Kampung Simpang Sekolah Batu 8,35950,Behrang Stesen
Kampung Sungai Dara,35950,Behrang Stesen
Kampung Sungai Lembing,35950,Behrang Stesen
Kampung Sungai Sekiah Batu 7,35950,Behrang Stesen
Kampus Baru UPSI Behrang Ulu,35950,Behrang Stesen
Klan Halt 3,35950,Behrang Stesen
Klang Halt,35950,Behrang Stesen
Ladang Behrang River (SRJK Tamil),35950,Behrang Stesen
Ladang Sungai Muda,35950,Behrang Stesen
Ovr Estate,35950,Behrang Stesen
Pejabat Majlis Daerah Tanjong Malim,35950,Behrang Stesen
Plaza Tol Behrang Stesen,35950,Behrang Stesen
Politeknik Tanjong Malim,35950,Behrang Stesen
Proton City Behrang Ulu,35950,Behrang Stesen
Proton Industri Behrang Ulu,35950,Behrang Stesen
Rancangan Rumah Murah,35950,Behrang Stesen
Rumah Murah,35950,Behrang Stesen
Sekolah Kebangsaan Behrang Batu 8 Behrang Ulu,35950,Behrang Stesen
Sekolah Kebangsaan Dato Kamarudin,35950,Behrang Stesen
Bandan Pencegah Rasuah Jalan Speedy,36008,Teluk Intan
Teluk Intan - Peti Surat  (81 & ke atas),36008,Teluk Intan
Teluk Intan - Beg Berkunci,36009,Teluk Intan
Teluk Intan - Peti Surat  (1 -  80),36007,Teluk Intan
Kampung Batu 9,36010,Teluk Intan
Kampung Ladang Baru,36010,Teluk Intan
Kampung Sungai Bakong,36010,Teluk Intan
Kampung Sungai Buloh,36010,Teluk Intan
Kampung Sungai Tok Nyawa,36010,Teluk Intan
Kampung Tapak Sememang,36010,Teluk Intan
Kampung Telok Baru,36010,Teluk Intan
Kampung Telok Selendang,36010,Teluk Intan
Sungai Buloh,36010,Teluk Intan
Tapak Semenang,36010,Teluk Intan
Kampung Baru (Km 19),36020,Teluk Intan
Kampung Batu 12,36020,Teluk Intan
Kampung Batu 13,36020,Teluk Intan
Kampung Ladang City,36020,Teluk Intan
Taman Maju,36020,Teluk Intan
Taman Okid (Batu 12),36020,Teluk Intan
Taman Orkid (Phase 2),36020,Teluk Intan
"Taman Sri Pelangi, Batu 12",36020,Teluk Intan
Teluk Intan (Km 11 - 13),36020,Teluk Intan
Ayer Hitam,36030,Teluk Intan
Kampung Ayer Hitam,36030,Teluk Intan
Kampung Ayer Hitam Darat,36030,Teluk Intan
Kampung Baru (Km 21),36030,Teluk Intan
Kampung Batu 14,36030,Teluk Intan
Kampung Batu 16 - 17,36030,Teluk Intan
Kampung Jalan Chui Chak,36030,Teluk Intan
Kampung SC Air Hitam,36030,Teluk Intan
Kampung Tengah Ayer Hitam,36030,Teluk Intan
Teluk Intan (Km 18 - 19),36030,Teluk Intan
Antek Avenue,36000,Teluk Intan
Balai Polis Jalan Kampung Bahagia,36000,Teluk Intan
Bandar Baru Telok Intan,36000,Teluk Intan
Bangunan Tabung Haji Jalan Speedy,36000,Teluk Intan
Business Shopping Centre,36000,Teluk Intan
Cystal Gulf Jalan Pasar,36000,Teluk Intan
Felcra Seberang Perak,36000,Teluk Intan
Gerai Majlis Daerah Jalan Pasar,36000,Teluk Intan
Imperial Business Park,36000,Teluk Intan
Jalan Laksamana Fasa 2,36000,Teluk Intan
Jalan Manggis,36000,Teluk Intan
Jalan Padang Tembak,36000,Teluk Intan
Jalan Sultan Abdullah,36000,Teluk Intan
Jalan Sungai Manik,36000,Teluk Intan
Jalan Sungai Nibong,36000,Teluk Intan
Kampung Bahagia,36000,Teluk Intan
Kampung Banjar,36000,Teluk Intan
Kampung Barat,36000,Teluk Intan
Kampung Baru Changkat Jong,36000,Teluk Intan
Kampung Baru Grantina,36000,Teluk Intan
Kampung Batak Rabit,36000,Teluk Intan
Kampung Batu 2 1/2 (Jalan Maharaja),36000,Teluk Intan
Kampung Cicely,36000,Teluk Intan
Kampung Esso,36000,Teluk Intan
Kampung Gloucester,36000,Teluk Intan
Kampung Guru,36000,Teluk Intan
Kampung Indra,36000,Teluk Intan
Kampung Jalan Banjar,36000,Teluk Intan
Kampung Kuala Sungai Manek,36000,Teluk Intan
Kampung Law Sam,36000,Teluk Intan
Kampung Limau,36000,Teluk Intan
Kampung Lorong Haji Tahir,36000,Teluk Intan
Kampung Lorong Pinang,36000,Teluk Intan
Kampung Lubok Keli,36000,Teluk Intan
Kampung Matang Guntong,36000,Teluk Intan
Kampung Merdeka,36000,Teluk Intan
Kampung Muhibbah,36000,Teluk Intan
Kampung Padang Tembak,36000,Teluk Intan
Kampung Padang Tembak Dalam,36000,Teluk Intan
Kampung Padang Tembak Luar,36000,Teluk Intan
